Priority,AssignedToID,ProjectCode,SubCategory,HoursEstimate,HoursActual
1,26,PC2,Enhancement,2.0,3.0
3,26,PC8,Bug,7.0,4.5
1,24,PC17,Enhancement,21.0,6.5
1,13,PC2,Bug,2.0,3.0
1,13,PC2,Testing,35.0,47.0
1,58,PC9,Enhancement,1.5,1.1
1,24,PC17,Enhancement,1.0,1.0
5,65,PC9,Enhancement,21.0,31.0
1,13,PC2,Enhancement,14.0,11.0
1,26,PC2,Enhancement,2.0,1.0
1,26,PC2,Enhancement,7.0,8.0
1,13,PC9,Bug,0.5,0.33
3,13,PC2,Support,0.25,0.25
1,13,PC2,Enhancement,7.0,8.0
1,13,PC2,Bug,1.0,0.75
1,58,PC9,Enhancement,4.0,3.5
1,13,PC2,Bug,0.5,0.5
1,58,PC9,Release,7.0,6.05
1,13,PC2,Bug,0.5,0.5
3,13,PC2,Support,0.5,0.5
1,13,PC2,Bug,4.0,3.5
1,58,PC9,Enhancement,2.0,1.25
2,58,PC9,Enhancement,3.5,2.17
1,26,PC2,Enhancement,10.0,13.0
2,24,PC17,Enhancement,1.0,1.0
1,26,PC9,Bug,0.5,0.5
1,26,PC2,Enhancement,30.0,43.0
1,26,PC2,Enhancement,3.0,3.0
5,65,PC9,Enhancement,5.0,9.5
5,65,PC9,Bug,2.0,2.0
1,26,PC2,Enhancement,6.0,7.0
3,42,PC2,Enhancement,2.5,2.5
1,43,PC2,Enhancement,20.0,9.5
3,42,PC2,Release,7.0,5.5
1,26,PC2,Enhancement,8.0,7.0
4,42,PC2,Support,1.0,1.25
3,42,PC2,Bug,2.0,1.5
7,26,PC2,Enhancement,2.0,2.0
5,65,PC9,Enhancement,3.0,1.0
1,26,PC2,Enhancement,10.0,16.0
1,13,PC2,Release,0.5,0.5
1,13,PC2,Release,14.0,19.75
1,24,PC17,Enhancement,14.0,7.5
1,58,PC9,Enhancement,5.0,7.52
5,65,PC9,Bug,4.0,2.0
1,24,PC2,Enhancement,1.0,1.0
1,58,PC9,Bug,7.0,6.25
1,26,PC2,Enhancement,2.0,2.0
5,65,PC9,Bug,4.0,18.5
1,58,PC9,Enhancement,7.0,7.0
2,13,PC2,Release,0.5,0.5
1,13,PC2,Release,0.5,0.5
5,65,PC9,Enhancement,4.0,5.5
1,24,PC2,Enhancement,49.0,5.0
1,24,PC17,Enhancement,7.0,1.5
2,24,PC2,Training,1.0,1.0
5,65,PC9,Bug,2.0,1.0
1,13,PC2,Release,2.0,2.0
1,24,PC2,Enhancement,7.0,4.0
1,24,PC17,Enhancement,49.0,17.5
2,26,PC9,Technical Specification,3.5,11.0
1,58,PC9,Release,0.5,0.5
3,58,PC9,Enhancement,21.0,2.41
1,58,PC9,Enhancement,14.0,33.18
1,26,PC2,Enhancement,1.0,1.0
4,58,PC9,Documentation,7.0,4.01
1,24,PC17,Enhancement,28.0,8.25
1,58,PC9,Documentation,7.0,1.74
1,58,PC9,Bug,4.0,5.25
1,24,PC17,Enhancement,1.5,1.0
1,26,PC2,Enhancement,2.0,2.0
2,26,PC2,Enhancement,1.5,1.5
1,58,PC9,Enhancement,4.0,1.0
1,24,PC17,Enhancement,14.0,8.5
5,65,PC9,Bug,3.0,3.0
1,13,PC2,Business Specification,0.25,0.25
5,65,PC9,Enhancement,1.5,1.5
5,65,PC9,Bug,3.0,3.0
2,26,PC2,Enhancement,6.0,8.5
1,26,PC2,Enhancement,1.0,1.0
1,58,PC9,Bug,2.0,1.98
2,24,PC2,Enhancement,2.0,1.5
1,24,PC17,Enhancement,21.0,7.75
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Enhancement,8.0,15.75
1,26,PC2,Enhancement,0.5,0.5
1,26,PC2,Enhancement,0.5,0.5
1,26,PC2,Enhancement,1.0,0.5
8,24,PC2,Enhancement,3.0,2.5
3,13,PC2,Support,0.25,0.25
1,13,PC2,Release,7.0,10.5
1,24,PC2,Enhancement,1.0,1.0
1,26,PC2,Bug,1.0,0.5
1,13,PC2,Enhancement,2.0,2.25
5,65,PC9,Enhancement,14.0,22.25
1,58,PC9,Enhancement,14.0,11.05
6,58,PC9,Bug,1.5,1.4
1,26,PC2,Enhancement,3.0,3.0
1,26,PC2,Bug,2.0,0.5
4,42,PC9,Enhancement,3.0,2.5
1,26,PC2,Enhancement,5.0,1.0
5,65,PC9,Enhancement,2.0,3.5
3,13,PC2,Support,0.5,0.5
1,58,PC9,Enhancement,1.5,2.25
1,13,PC2,Enhancement,1.0,0.5
8,24,PC2,Enhancement,2.0,2.0
3,58,PC9,Enhancement,4.0,12.0
1,58,PC9,Enhancement,4.0,5.0
1,58,PC9,Enhancement,14.0,10.5
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Training,2.0,1.75
5,65,PC9,Enhancement,4.0,4.25
2,26,PC2,Enhancement,1.0,0.5
1,26,PC2,Enhancement,0.5,0.5
1,24,PC17,Enhancement,40.0,33.5
1,24,PC17,Enhancement,49.0,15.5
5,65,PC9,Enhancement,5.0,6.5
3,42,PC2,Enhancement,6.0,2.5
4,42,PC18,Release,2.5,3.75
1,13,PC2,Bug,0.25,0.25
1,26,PC2,Enhancement,4.0,7.0
3,42,PC18,Release,1.0,1.0
3,42,PC18,Training,2.0,2.25
1,13,PC2,Release,0.25,0.25
1,26,PC2,Enhancement,10.0,18.5
1,26,PC16,Enhancement,2.5,2.5
1,26,PC2,Enhancement,3.0,4.0
1,24,PC2,Enhancement,28.0,5.0
1,13,PC2,Bug,0.5,1.0
3,13,PC2,Support,0.25,0.25
2,26,PC2,Bug,1.0,0.5
3,42,PC2,Enhancement,113.0,8.25
4,42,PC2,Technical Specification,5.0,14.0
1,13,PC2,Testing,14.0,14.0
1,58,PC9,Bug,1.0,0.4
1,26,PC2,Enhancement,10.0,9.0
1,24,PC2,Enhancement,21.0,15.0
1,26,PC2,Enhancement,3.0,8.0
1,26,PC16,Bug,1.5,1.0
1,13,PC2,Enhancement,6.0,2.25
1,13,PC2,Enhancement,1.0,1.0
3,13,PC2,Support,0.25,0.25
5,65,PC2,Enhancement,1.0,1.5
1,24,PC2,Enhancement,2.0,1.0
1,26,PC16,Enhancement,3.0,3.5
1,13,PC2,Bug,1.0,0.5
4,42,PC18,Training,28.0,98.75
1,58,PC9,Enhancement,7.0,4.0
5,65,PC2,Enhancement,7.0,4.0
5,65,PC2,Enhancement,7.0,2.75
1,26,PC2,Enhancement,2.0,2.0
1,26,PC16,Enhancement,2.0,1.5
1,26,PC2,Enhancement,2.0,16.5
1,26,PC2,Enhancement,3.0,3.5
5,65,PC18,Training,7.0,14.0
1,24,PC17,Enhancement,16.0,20.5
1,26,PC2,Enhancement,2.0,2.0
1,13,PC2,Enhancement,0.5,0.5
1,26,PC2,Enhancement,2.0,2.0
1,13,PC2,Testing,21.0,29.25
1,13,PC2,Bug,1.0,1.0
1,13,PC2,Support,0.25,0.25
1,26,PC16,Enhancement,4.0,16.0
1,24,PC2,Testing,7.0,1.5
6,42,PC2,Bug,3.0,2.5
5,65,PC2,Enhancement,7.0,9.0
1,26,PC2,Enhancement,3.0,2.5
1,26,PC2,Enhancement,2.0,1.5
1,13,PC2,Business Specification,0.75,1.5
1,13,PC2,Bug,3.5,3.5
1,13,PC2,Release,0.5,0.5
5,65,PC2,Enhancement,1.0,1.0
5,65,PC2,Business Specification,2.0,3.0
5,65,PC2,Enhancement,4.0,4.0
5,65,PC9,Bug,1.0,1.0
1,24,PC17,Enhancement,10.0,12.5
1,13,PC2,Release,0.5,1.5
3,13,PC2,Support,0.25,0.25
2,13,PC2,Enhancement,0.25,0.25
1,24,PC2,Bug,2.0,2.0
2,26,PC16,Enhancement,1.0,1.0
1,13,PC2,Bug,6.0,56.25
1,24,PC2,Enhancement,0.5,0.5
1,24,PC17,Enhancement,28.0,3.5
1,26,PC2,Bug,4.0,2.0
1,65,PC9,Bug,2.0,5.0
1,65,PC9,Bug,3.0,3.0
1,65,PC9,Bug,3.0,2.5
1,26,PC2,Bug,0.5,0.5
1,26,PC2,Bug,3.0,4.0
1,26,PC2,Bug,3.0,0.5
1,26,PC2,Bug,0.5,0.5
1,26,PC2,Bug,5.0,6.0
1,26,PC2,Bug,4.0,25.0
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,1.5,2.0
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,3.0,2.5
1,26,PC2,Bug,1.0,0.5
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,0.5,0.5
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,3.0,2.0
1,13,PC2,Bug,1.0,1.0
1,26,PC2,Bug,5.0,5.5
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,2.0,3.0
1,42,PC2,Bug,21.0,40.75
1,65,PC9,Bug,2.0,1.25
1,65,PC9,Enhancement,1.0,1.0
1,26,PC2,Bug,1.0,2.0
1,26,PC2,Bug,2.0,2.0
2,26,PC2,Bug,0.5,0.5
1,26,PC2,Bug,0.5,0.5
5,65,PC9,Testing,1.0,1.0
5,65,PC9,Enhancement,0.5,0.5
1,24,PC2,Enhancement,1.0,1.0
2,24,PC2,Enhancement,5.0,1.0
1,58,PC9,Release,35.0,79.55
5,65,PC9,Bug,4.0,4.25
5,65,PC9,Bug,2.0,3.25
1,26,PC2,Support,0.25,0.25
1,26,PC2,Support,0.75,0.75
1,43,PC9,Enhancement,3.0,4.0
5,65,PC2,Business Specification,2.0,1.75
5,65,PC9,Bug,2.5,3.75
1,24,PC17,Enhancement,1.0,1.0
2,24,PC2,Enhancement,14.0,11.75
2,24,PC17,Enhancement,1.0,0.5
1,26,PC2,Enhancement,2.0,2.0
1,24,PC2,Enhancement,14.0,4.5
3,58,PC9,Enhancement,1.0,1.0
1,26,PC2,Documentation,1.0,1.5
1,26,PC2,Bug,0.5,0.5
5,65,PC9,Bug,2.0,1.5
5,65,PC9,Bug,1.0,1.0
1,26,PC2,Bug,1.0,1.5
1,26,PC2,Bug,0.5,0.5
1,65,PC2,Bug,0.5,0.5
5,65,PC9,Bug,0.5,0.5
5,65,PC9,Bug,3.0,0.75
5,65,PC9,Bug,3.0,5.5
1,26,PC2,Bug,3.0,3.0
1,26,PC2,Bug,1.5,1.5
1,24,PC2,Enhancement,7.0,5.0
2,58,PC9,Enhancement,4.0,3.5
1,65,PC2,Bug,0.5,0.5
1,65,PC2,Bug,2.5,2.5
5,42,PC2,Business Specification,2.0,0.75
1,24,PC17,Enhancement,49.0,71.75
1,26,PC2,Bug,5.0,6.5
1,26,PC2,Enhancement,1.0,1.0
1,26,PC2,Support,0.5,0.5
1,26,PC2,Enhancement,0.5,0.5
2,26,PC2,Bug,4.0,5.0
1,26,PC2,Bug,5.0,5.0
1,24,PC2,Enhancement,2.0,1.0
1,24,PC2,Enhancement,1.0,1.0
2,26,PC2,Support,1.0,1.5
1,24,PC17,Enhancement,7.0,2.0
1,24,PC2,Enhancement,3.5,3.25
1,26,PC2,Bug,3.0,1.5
5,58,PC9,Support,0.5,0.5
1,26,PC2,Bug,7.0,8.5
2,58,PC9,Enhancement,2.0,1.0
2,26,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.25,0.25
2,13,PC2,Enhancement,0.5,0.5
1,13,PC2,Training,1.0,1.5
1,13,PC2,Testing,3.5,3.5
1,13,PC2,Bug,3.5,1.25
1,24,PC17,Enhancement,1.0,1.0
1,24,PC17,Enhancement,0.5,0.5
3,13,PC2,Support,0.25,0.25
5,65,PC9,Enhancement,3.0,9.75
1,13,PC2,Bug,0.5,0.5
2,13,PC2,Bug,0.5,0.5
2,13,PC2,Bug,0.33,0.25
1,13,PC2,Testing,2.0,2.0
1,58,PC9,Enhancement,7.0,5.0
4,26,PC16,Bug,0.1,0.1
1,26,PC2,Bug,2.0,1.5
2,24,PC17,Enhancement,49.0,8.75
1,24,PC2,Enhancement,4.0,3.0
3,42,PC2,Business Specification,3.5,3.5
3,13,PC2,Support,0.25,0.5
2,26,PC2,Enhancement,1.5,1.5
2,26,PC2,Bug,0.5,0.5
1,26,PC2,Enhancement,2.0,3.0
1,26,PC2,Enhancement,2.0,1.0
1,26,PC2,Bug,1.0,0.5
1,13,PC2,Enhancement,0.25,0.25
3,13,PC2,Support,0.25,0.25
1,24,PC17,Enhancement,49.0,3.0
1,24,PC17,Enhancement,49.0,20.5
5,65,PC9,Enhancement,2.0,2.0
1,26,PC16,Bug,1.0,0.5
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,1.0,1.5
1,26,PC2,Bug,2.0,2.0
3,13,PC2,Support,0.25,0.25
1,13,PC2,Testing,2.5,22.5
1,13,PC2,Bug,0.5,1.0
1,24,PC17,Bug,3.0,3.0
1,24,PC2,Bug,1.5,1.5
2,26,PC2,Bug,3.5,6.5
1,13,PC2,Bug,0.5,0.25
3,13,PC2,Support,0.25,0.25
5,65,PC2,Technical Specification,3.0,2.0
1,13,PC2,Enhancement,0.5,0.5
1,13,PC2,Bug,0.5,0.25
3,13,PC2,Support,0.25,0.25
2,26,PC2,Bug,1.0,0.5
1,26,PC2,Bug,2.0,2.0
1,24,PC17,Enhancement,14.0,11.75
1,24,PC2,Enhancement,2.0,1.75
2,26,PC2,Bug,1.0,1.0
1,24,PC2,Enhancement,2.0,2.0
1,24,PC17,Enhancement,2.0,2.0
1,24,PC17,Bug,21.0,9.75
2,13,PC2,Bug,0.5,1.0
3,13,PC2,Support,0.25,0.25
1,58,PC14,Enhancement,35.0,3.0
1,26,PC2,Bug,2.0,2.0
3,13,PC2,Support,0.25,0.25
1,24,PC2,Enhancement,2.0,2.0
2,26,PC16,Bug,15.0,7.5
1,24,PC2,Support,1.5,1.0
3,13,PC2,Support,0.25,0.25
1,24,PC17,Enhancement,1.0,1.0
2,26,PC2,Enhancement,0.5,0.5
3,26,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.25,0.25
2,13,PC2,Enhancement,0.5,1.0
1,24,PC17,Enhancement,2.0,2.0
5,24,PC17,Enhancement,3.0,3.0
1,24,PC17,Enhancement,49.0,8.25
1,26,PC2,Enhancement,0.5,0.5
2,26,PC2,Bug,0.5,0.5
1,26,PC2,Bug,2.0,1.5
1,24,PC2,Enhancement,49.0,2.0
3,13,PC2,Support,0.25,0.25
1,24,PC2,Enhancement,28.0,3.0
3,42,PC18,Business Specification,7.0,2.0
1,24,PC17,Enhancement,21.0,43.5
1,13,PC2,Bug,1.0,1.0
1,13,PC2,Testing,3.5,4.0
1,13,PC2,Enhancement,3.5,3.5
1,58,PC9,Bug,1.0,0.75
1,24,PC2,Enhancement,0.5,1.0
1,58,PC9,Enhancement,14.0,2.5
1,58,PC9,Enhancement,4.0,1.5
2,24,PC17,Enhancement,2.0,2.0
3,13,PC2,Support,0.25,0.25
1,24,PC2,Enhancement,0.5,0.5
1,13,PC2,Enhancement,1.0,2.25
1,13,PC2,Testing,1.0,1.0
1,26,PC16,Bug,1.0,0.5
3,13,PC2,Support,0.25,0.25
3,13,PC2,Support,0.25,0.5
1,26,PC2,Bug,14.0,10.0
1,26,PC2,Bug,3.0,8.5
3,13,PC2,Support,0.25,0.25
1,13,PC2,Enhancement,28.0,29.25
1,58,PC9,Release,4.0,4.0
2,13,PC2,Testing,0.5,0.75
1,26,PC2,Bug,4.0,5.0
1,13,PC2,Training,0.5,0.75
1,24,PC2,Bug,1.5,1.5
5,65,PC9,Enhancement,0.75,0.75
5,65,PC9,Enhancement,3.0,1.75
1,58,PC9,Release,3.0,3.0
5,65,PC9,Bug,1.5,1.0
1,24,PC17,Business Specification,4.0,3.5
2,24,PC2,Enhancement,49.0,3.0
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Enhancement,1.0,1.5
1,13,PC2,Enhancement,1.0,1.0
2,26,PC2,Bug,0.5,0.5
1,24,PC17,Enhancement,21.0,15.5
5,65,PC9,Enhancement,3.0,2.5
5,42,PC9,Enhancement,35.0,20.5
3,13,PC2,Support,0.25,0.25
1,26,PC2,Bug,4.0,4.5
5,65,PC9,Bug,1.0,1.0
3,13,PC2,Support,0.25,0.33
5,65,PC9,Bug,2.0,2.0
1,26,PC2,Bug,0.5,0.5
1,26,PC2,Enhancement,10.0,11.0
1,24,PC17,Enhancement,1.5,1.5
1,24,PC17,Enhancement,0.5,0.5
5,65,PC9,Bug,2.0,2.0
1,26,PC2,Enhancement,6.0,7.5
1,26,PC2,Enhancement,7.0,2.0
5,65,PC9,Bug,2.0,2.0
3,13,PC2,Support,0.25,0.25
1,24,PC17,Enhancement,10.0,3.0
1,13,PC2,Enhancement,10.0,6.0
1,26,PC2,Bug,2.0,2.0
1,26,PC2,Bug,3.0,3.0
2,26,PC8,Bug,1.0,0.5
5,65,PC9,Bug,0.5,0.5
1,24,PC17,Enhancement,49.0,3.5
1,24,PC2,Bug,2.0,1.0
1,24,PC17,Enhancement,1.0,1.0
1,13,PC2,Release,10.0,13.5
3,13,PC2,Support,0.25,0.25
1,26,PC2,Enhancement,10.0,7.0
1,26,PC2,Enhancement,2.0,2.0
1,24,PC16,Bug,2.0,2.0
5,65,PC9,Bug,1.75,1.75
3,13,PC2,Support,0.25,0.25
1,13,PC2,Release,10.0,13.25
1,26,PC2,Enhancement,1.0,2.0
1,26,PC2,Enhancement,2.0,2.0
1,58,PC9,Bug,7.0,5.0
1,58,PC9,Enhancement,0.5,3.75
5,65,PC2,Business Specification,5.0,3.5
1,13,PC2,Enhancement,7.0,3.5
3,13,PC2,Support,0.33,0.33
1,24,PC2,Bug,2.0,1.5
5,65,PC2,Business Specification,7.0,6.25
1,24,PC14,Enhancement,2.0,1.5
3,42,PC2,Support,4.0,1.0
6,42,PC18,Release,14.0,17.0
1,13,PC2,Bug,1.0,4.0
1,13,PC2,Release,3.5,1.0
1,26,PC2,Bug,7.0,1.0
1,26,PC2,Bug,2.0,2.5
3,26,PC2,Bug,0.5,0.5
2,26,PC2,Bug,0.5,0.5
5,65,PC9,Bug,1.25,1.25
1,13,PC2,Enhancement,3.0,2.5
1,26,PC2,Bug,2.0,2.5
1,26,PC2,Testing,1.0,1.0
1,26,PC2,Enhancement,3.0,1.5
1,26,PC2,Enhancement,5.0,7.5
1,26,PC2,Testing,21.0,3.0
1,26,PC2,Bug,5.0,4.5
1,13,PC2,Bug,0.5,0.25
1,26,PC2,Enhancement,1.0,0.5
1,13,PC2,Release,10.0,5.5
7,42,PC2,Support,4.0,4.0
6,42,PC2,Support,3.0,3.0
1,24,PC17,Enhancement,21.0,26.25
1,26,PC2,Enhancement,5.0,5.0
1,26,PC2,Bug,4.0,2.0
4,42,PC2,Support,100.0,4.25
1,26,PC2,Enhancement,4.0,9.5
5,65,PC2,Enhancement,17.5,11.75
5,65,PC2,Testing,10.0,5.0
5,65,PC2,Bug,0.5,0.5
1,13,PC2,Bug,0.25,0.25
1,13,PC2,Bug,1.0,0.25
1,24,PC17,Enhancement,28.0,15.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Release,10.0,4.0
1,13,PC2,Release,1.5,1.0
1,26,PC2,Testing,3.5,7.5
5,65,PC2,Bug,1.0,1.0
5,65,PC2,Bug,3.0,3.0
5,65,PC2,Testing,4.0,1.5
1,26,PC2,Bug,1.0,0.5
3,13,PC2,Support,0.33,1.0
1,13,PC2,Training,1.0,3.5
1,13,PC2,Testing,1.0,1.25
1,58,PC9,Bug,2.0,1.25
5,65,PC2,Enhancement,2.0,2.0
5,65,PC2,Release,1.0,1.0
1,13,PC2,Training,1.0,1.0
1,13,PC2,Training,1.0,1.5
1,13,PC2,Release,2.0,3.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,2.5,1.0
1,13,PC2,Release,7.0,5.75
7,26,PC2,Bug,0.5,0.5
2,58,PC9,Enhancement,2.0,2.5
1,58,PC9,Bug,1.5,0.5
1,24,PC17,Enhancement,48.0,2.5
1,26,PC2,Bug,3.0,8.5
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,1.5,1.5
1,13,PC2,Enhancement,0.33,0.33
1,13,PC2,Bug,0.25,0.25
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,4.0,2.5
1,26,PC2,Bug,1.0,1.5
2,26,PC2,Bug,0.5,0.5
1,13,PC2,Bug,3.0,2.75
1,13,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Release,7.0,8.5
1,13,PC2,Bug,0.25,0.25
1,13,PC2,Training,0.25,0.25
1,13,PC2,Bug,0.25,0.25
1,13,PC2,Bug,1.0,0.5
1,13,PC2,Bug,1.0,1.5
1,26,PC2,Bug,0.5,0.5
1,26,PC2,Bug,7.0,9.0
1,13,PC2,Bug,1.0,0.25
5,65,PC9,Enhancement,14.0,5.0
1,13,PC2,Bug,1.0,1.0
1,54,PC9,Enhancement,7.0,7.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,2.75
1,13,PC2,Enhancement,3.5,7.17
1,26,PC2,Enhancement,3.0,4.5
4,42,PC2,Support,100.0,25.17
1,13,PC2,Bug,0.5,0.5
1,13,PC2,Bug,2.0,2.0
1,13,PC2,Bug,2.0,1.5
1,13,PC2,Bug,3.5,1.0
2,26,PC9,Enhancement,14.0,35.0
3,42,PC2,Enhancement,3.5,3.5
3,42,PC2,Enhancement,7.75,0.75
1,13,PC2,Bug,2.0,1.5
3,13,PC2,Support,0.33,1.0
1,58,PC9,Enhancement,7.0,7.0
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,3.0,3.0
3,26,PC2,Bug,0.5,0.5
5,65,PC2,Support,3.0,0.5
5,65,PC2,Bug,2.0,4.0
5,65,PC9,Bug,1.0,1.5
1,26,PC2,Bug,3.0,4.5
1,13,PC2,Bug,0.5,0.75
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,5.0,6.0
1,13,PC2,Testing,0.5,0.5
1,26,PC2,Bug,4.0,2.5
1,26,PC2,Bug,0.5,0.5
1,13,PC2,Bug,0.5,0.5
3,24,PC17,Enhancement,2.0,1.25
1,13,PC2,Release,1.0,1.0
1,26,PC2,Bug,5.0,5.5
1,26,PC2,Bug,3.5,1.0
1,26,PC2,Bug,2.0,1.0
2,26,PC2,Bug,0.5,0.5
3,26,PC2,Bug,1.0,0.5
4,65,PC2,Bug,2.0,0.5
1,26,PC2,Bug,1.0,0.5
5,65,PC2,Bug,0.5,0.5
5,65,PC9,Bug,2.5,2.5
1,24,PC17,Enhancement,7.0,6.25
1,24,PC2,Bug,0.5,0.5
2,26,PC2,Bug,2.5,2.5
3,26,PC2,Testing,2.0,2.5
1,24,PC2,Enhancement,1.0,1.0
5,65,PC9,Bug,2.5,5.25
5,65,PC9,Bug,4.0,4.0
1,24,PC17,Support,3.5,5.0
1,13,PC2,Bug,1.0,1.0
5,65,PC2,Testing,1.5,1.5
1,13,PC2,Support,1.0,1.0
1,58,PC9,Release,21.0,13.0
1,13,PC2,Testing,1.0,1.5
5,65,PC2,Release,7.0,7.25
1,13,PC2,Bug,3.5,7.5
1,26,PC2,Bug,4.0,10.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,0.5
1,54,PC9,Enhancement,28.0,76.14
1,26,PC2,Bug,0.5,0.5
1,13,PC2,Bug,1.0,1.5
4,42,PC9,Enhancement,21.0,20.75
3,26,PC2,Enhancement,0.5,0.5
1,26,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,24,PC2,Support,0.5,0.5
5,65,PC9,Enhancement,4.0,2.0
1,13,PC2,Bug,3.0,1.75
1,13,PC2,Bug,0.5,0.33
1,26,PC2,Bug,1.0,0.5
2,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,1.0,1.5
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Enhancement,2.5,2.5
1,24,PC17,Enhancement,21.0,9.25
1,24,PC17,Enhancement,1.0,1.0
1,13,PC2,Bug,1.0,1.0
1,13,PC2,Bug,1.0,0.75
1,13,PC2,Bug,14.0,11.5
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,0.5,0.5
1,26,PC2,Bug,10.0,15.5
4,42,PC2,Enhancement,2.5,2.5
4,42,PC2,Enhancement,8.5,16.75
3,42,PC2,Business Specification,1.5,1.5
5,65,PC9,Enhancement,2.5,2.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,5.0,1.75
1,24,PC17,Bug,14.0,12.25
1,13,PC2,Bug,0.25,0.25
1,24,PC2,Bug,3.0,3.0
1,13,PC2,Bug,10.0,10.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,0.5,0.5
5,65,PC9,Enhancement,7.0,11.25
1,26,PC2,Bug,7.0,12.0
2,24,PC17,Enhancement,0.5,0.5
1,24,PC2,Bug,7.0,4.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,1.0
3,42,PC2,Business Specification,25.0,0.75
4,42,PC11,Bug,3.5,2.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,7.0,4.25
1,13,PC2,Bug,7.0,22.75
5,65,PC9,Bug,4.0,6.0
1,26,PC2,Bug,2.0,2.0
1,13,PC2,Support,0.5,0.5
1,13,PC2,Bug,0.5,0.5
5,26,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
3,42,PC2,Release,7.0,7.25
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,0.25,0.25
3,42,PC9,Bug,7.0,7.75
2,24,PC17,Training,3.0,3.0
2,24,PC2,Bug,14.0,1.25
5,65,PC9,Bug,1.5,0.5
5,65,PC18,Bug,33.0,3.0
1,13,PC2,Bug,0.5,1.0
5,65,PC9,Bug,5.0,5.0
4,65,PC9,Enhancement,0.5,0.5
4,42,PC2,Release,7.0,8.5
3,42,PC2,Release,7.0,9.5
1,26,PC2,Bug,3.0,3.0
1,26,PC2,Bug,1.0,1.0
5,65,PC9,Enhancement,4.0,13.5
1,24,PC17,Enhancement,21.0,5.0
3,42,PC2,Support,0.33,0.33
2,26,PC2,Bug,1.0,1.0
2,26,PC2,Enhancement,1.0,3.0
1,26,PC2,Business Specification,0.5,0.5
1,26,PC2,Bug,4.0,6.0
1,13,PC2,Bug,5.0,5.75
1,13,PC2,Release,10.0,24.5
1,24,PC17,Enhancement,49.0,28.0
2,26,PC2,Bug,5.0,8.0
1,26,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
4,42,PC2,Enhancement,15.0,13.75
4,42,PC2,Release,35.0,4.25
5,65,PC9,Bug,2.5,2.25
3,13,PC2,Support,0.33,0.33
1,26,PC2,Business Specification,1.0,1.0
1,26,PC2,Bug,3.0,6.0
1,54,PC9,Bug,14.0,8.0
1,26,PC2,Bug,7.0,7.5
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
4,42,PC2,Enhancement,1.0,1.0
5,65,PC2,Support,2.0,0.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,7.0,9.5
1,26,PC2,Bug,1.0,1.0
1,54,PC9,Bug,7.0,1.0
1,13,PC2,Bug,1.5,1.5
1,58,PC9,Bug,2.0,0.5
5,65,PC9,Bug,4.0,4.75
2,26,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
5,65,PC9,Enhancement,5.0,5.0
1,13,PC2,Enhancement,3.0,6.0
5,65,PC11,Enhancement,7.0,3.25
2,42,PC9,Enhancement,14.0,10.5
2,13,PC2,Bug,0.5,0.5
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Bug,0.75,0.75
3,13,PC2,Support,0.33,0.33
2,26,PC2,Enhancement,5.0,3.0
